28	L’exploitant n’a pas pu nous préciser à quel moment ces contrôles étaient réalisés.  Demande B1 : Je vous demande de m’indiquer si l’ensemble des organes à contrôler est intégré dans  la gamme de maintenance des emballages FS47. Par ailleurs, je vous demande de me préciser  comment sont réalisés les contrôles à chaque cycle pour les colis FS47 réceptionnés pleins sur  l’établissement Orano Recyclage. Le cas échéant, vous prendrez les mesures nécessaires afin de  réaliser ces contrôles conformément au dossier de sûreté.  Contrôle d’étanchéité des colis FS47  Tel qu’indiqué ci-dessus, les colis FS47 dispose d’un dossier de sûreté qui prévoit des opérations  spécifiques pour assurer la sûreté des colis. Concernant le confinement des matières radioactives pour  le transport sur voie publique, des dispositions matérielles sont prévues et doivent faire l’objet d’un  contrôle du taux de fuite.  Les inspecteurs ont consulté le dossier relatif à l’expédition de colis FS47 du 23 septembre 2021. Ils ont  noté la présence du contrôle du taux de fuite des colis FS47 et n’ont pas relevé d’écart. Les inspecteurs  s’interrogent cependant sur le calcul qui est réalisé en ce qui concerne la conversion du taux de fuite  acceptable en fonction des conditions de température et de pression au moment du test. Les  inspecteurs s’interrogent également sur la protection du fichier informatique utilisant des formules de  calculs.
29	125-13 du code de l’environnement, je vous informe que le présent courrier sera également mis en ligne sur le site Internet de l’ASN (www.asn.fr).  Je vous prie d’agréer, Monsieur le directeur, l’assurance de ma considération distinguée.  Le chef de la division de Bordeaux,  signé  Paul BOUGON
30	B.  Compléments d’information  Les inspecteurs ont examiné tout particulièrement les documents relatifs à la modification du circuit d’argon primaire RAP. A cette occasion, ils ont constaté que le Comité de sûreté et déconstruction (CSD) avait demandé, dans son avis du 4 mai 2004, qu’un document soit indicé pour être plus explicite. Vos services n’ont pas su indiquer de quel document il s’agissait.  2. Je vous demande de m’indiquer quel document relatif au chantier RAP devait être  indicé selon la demande du CSD, et de me l’envoyer.  De plus, les inspecteurs ont constaté, toujours pour ce même chantier, que la fiche d’évaluation dosimétrique préalable et de suivi de l’intervention pour la phase 1, qui est presque achevée, n’était pas renseignée dans sa partie consacrée au suivi dosimétrique effectif.  3. Je vous demande de m’envoyer la fiche d’évaluation dosimétrique préalable et de  suivi de l’intervention pour la phase 1, dûment complétée à son issue.  C.  Observations  Au vu des différents chantiers examinés, les inspecteurs ont constaté que vous preniez insuffisamment en compte le retour d’expérience des chantiers que vous avez déjà menés. Il conviendra que vos pratiques s’améliorent à cet égard.  Lors d'une récente inspection réalisée auprès de vos services centraux, il a été constaté que des fiches d'évaluation des prestataires ne leur avaient pas été transmises.
31	Les inspecteurs ont examiné l’analyse de l’événement réalisée par l’exploitant, la gestion de la radioprotection et des opérations de décontamination ainsi que les mesures correctives envisagées.  Les inspecteurs n’ont pas d’observation sur les actions immédiates réalisées après  l’événement, la radioprotection des personnes et la gestion de la situation post-incidentelle. Des points d’amélioration sur l’organisation ont fait l’objet de demandes d’actions. Cette inspection n’a pas fait l’objet de constat d’écart notable.  www.asn.fr  67-69, avenue du Prado • 13286 Marseille cedex 6 Téléphone 04 91 83 63 02 • Fax 04 91 83 64 10  A. Demandes d’actions correctives  Conformément à l’article 12 l’arrêté du 10 août 1984 dit « arrêté qualité », une action de correction d’une anomalie ou d’un incident est considérée comme une activité concernée par la qualité (ACQ).  La réalisation d’un assemblage avec le tirage d’une nappe de crayons en mode manuel a conduit à une perte d’étanchéité de crayons combustibles due à des actions inappropriées. Les opérateurs sont formés par compagnonnage pour les opérations courantes de fabrication. Pour les opérations d’exploitation non routinières, telles que le tirage de crayons en mode manuel, ce mode de formation ne s’avère pas suffisamment efficace.
32	En parallèle, lors de la réalisation d’une autre inspection, les inspecteurs ont observé une situation préoccupante au sein du lot génie civil (GC) où temporairement une section complète pouvait être constituée de prestataires d’assistance technique (y compris le chef de section).  2  En 2013, le référentiel national est opérationnel, mais n’intègre pas le contrôle de la validation des livrables comme étant une surveillance d’activités réalisées par un prestataire d’assistance technique ou de prestations intellectuelles travaillant pour le compte d’EDF.  Les inspecteurs vous ont indiqué que cette situation constitue un écart qu’il convient de corriger notamment en procédant à la définition formalisée de l’organisation pour la surveillance des prestataires d’assistance technique et de prestation intellectuelle embarqués au sein des équipes de l’Aménagement.  Je vous demande de définir et de formaliser votre organisation pour la surveillance des prestataires d’assistance technique ou de prestation intellectuelle embarqués au sein des équipes de l’Aménagement.  A.4 Note de principes pour la surveillance et guide d’identification des activités concernées  par la qualité (ACQ) au sens de l’arrêté du 10 août 1984  Les inspecteurs ont souhaité faire un état des lieux des notes de principes de surveillance et des guides d’identification des activités concernées par la qualité (ACQ) des différents lots techniques de l’Aménagement. En ce qui concerne les notes de principes de surveillance, ils ont noté que :
33	Les opérations effectuées pour l’expédition du 1er octobre 2021 de fûts de déchets bétonnés, également dénommés fûts C0, ont été examinées. Ce transport utilise un emballage nommé DV 78. Il s’agit d’un  colis de type IP-2 contenant des substances radioactives de faible activité spécifique (LSA-II). Ce  modèle de colis dispose d’un dossier de sûreté et d’une attestation de conformité d’un modèle de colis  de type IP-2 référencé DV 78-IP2. Les inspecteurs ont relevé que le document opérationnel, référencé  LMC/MOP/386.02/003, utilisé par les opérateurs chargés de la préparation de l’expédition ne listait pas  les documents amont ayant servi à sa rédaction. En ce qui concerne la documentation servant aux  opérations d’entretien, les inspecteurs ont relevé que les références du certificat d’agrément et du  dossier de sûreté n’étaient pas à jour. Ainsi, le lien entre le dossier de sûreté et les différentes  procédures ou modes opératoires n’était pas entièrement établi et ne permettait pas de s’assurer de la  cohérence de l’ensemble des documents et donc de l’exhaustivité des exigences inhérentes à ces  transports.
34	Monsieur le directeur,  Dans le cadre des attributions de l'Autorité de sûreté nucléaire (ASN) concernant le contrôle des installations nucléaires de base en références, une inspection a eu lieu le 26 avril 2018 au centre nucléaire de production d’électricité (CNPE) de Golfech sur le thème « incendie ».  Je vous communique ci-dessous la synthèse de l’inspection ainsi que les principales demandes et observations qui résultent des constatations faites, à cette occasion, par les inspecteurs.  SYNTHESE DE L’INSPECTION  L’inspection du 26 avril 2018 avait pour objet de vérifier les dispositions prises par le CNPE concernant la prévention et la lutte contre l’incendie.  Les inspecteurs ont fait procéder à un « exercice incendie » au niveau des installations de traitement de l’eau de circulation (CTE) comprenant des réservoirs de stockage d’ammoniaque. Ils se sont également intéressés aux « exercices incendie » réalisés par l’exploitant et au retour d’expérience tiré. Les  www.asn.fr  Cité Administrative de Bordeaux • Boite 21 • 2, rue Jules Ferry • 33090 Bordeaux cedex  Téléphone 05 56 24 87 26 • Fax 05 56 24 87 11  inspecteurs ont également vérifié par sondage la maintenance réalisée sur des portes coupe-feu de l’îlot nucléaire et sur le système de détection incendie des installations CTE.
35	DI R E C T I ON R É G I ON A L E DE L ’I N DU S T R I E , DE L A R E C H E R C H E E T DE L ’E N V I R ON N E M E N T R H ÔN E -A L P E S  N. Réf. : DEP-DSNR Lyon-2233-2004  Monsieur le directeur CNPE de CREYS-MALVILLE BP 63 38510 MORESTEL  Lyon, le 14 décembre 2004  OBJET : Contrôle des installations nucléaires de base  CNPE de Creys-Malville - (INB n° 91) Inspection n° 2004-SUPPH-0006 Visite générale - prestataires  Monsieur le directeur,  Dans le cadre de la surveillance des installations nucléaires de base prévue à l’article 11 l’article 17 du décret n° 93-1272 du décret n° 63-1228 du 11 décembre 1963 modifié et à du 1er décembre 1993 modifié par le décret n° 2002-255 du 22 février 2002, une inspection courante a eu lieu le 25 novembre 2004 à Creys-Malville sur le thème "visite générale - prestataires".  Suite aux constatations faites, à cette occasion, par les inspecteurs, j’ai l’honneur de vous communiquer ci-dessous la synthèse de l’inspection ainsi que les principales demandes et observations qui en résultent.
36	Cette ronde s’inscrit dans l’AIP « organisation de la gestion des déchets » définit dans le référentiel de l’installation. Aucune surveillance de cette ronde n’est effectué au motif que l’exigence définie associée est le respect des filières d’évacuation. Cette exigence définie ne permet pas, à elle seule, de couvrir le champ de l’AIP gestion des déchets.  B 1.  Je vous demande de justifier :  la suffisance des exigences définies de l’AIP « gestion des déchets » en considérant l’ensemble des activités réalisées dans ce domaine, - les raisons pour lesquelles la ronde de surveillance des déchets réalisée par le prestataire n’est pas considérée comme une activité nécessitant une surveillance.  C. Observations  Appareil de radioprotection  Lors de leur sortie de la cellule 2, les inspecteurs ont noté que le contrôleur mains-pieds nécessitait une remise à 0 entre chaque contrôle, alors que cela devrait se faire automatiquement.  C 1. Il conviendrait d’assurer un contrôle de cet appareil pour justifier de son bon  fonctionnement.  Vous voudrez bien me faire part de vos observations et réponses concernant ces points, incluant les observations, dans un délai qui n’excédera pas deux mois. Je vous demande d’identifier clairement les engagements que vous seriez amené à prendre et de préciser, pour chacun d’eux, une échéance de réalisation.  Je vous prie d’agréer, monsieur le directeur, l’expression de ma considération distinguée.
37	L’inspecteur a interrogé vos services sur les modalités de réalisation du contrôle technique du suivi en service des DAB. En effet, ces modalités ne sont pas définies et documentées préalablement aux interventions. Par ailleurs, la traçabilité de ce contrôle technique n’est assurée que par la signature de l’agent en charge de ce contrôle sur la procédure sans documenter le contrôle effectivement réalisé. Pour un des dossiers examinés relatif à une intervention réalisée le 31 mai 2022, la procédure n’était pas signée par le contrôleur technique, et ce écart n’a pas été détecté (analyse de premier niveau du dossier non réalisée le jour de l’inspection). Lors de l’inspection, vos représentants ont indiqué que l’exécutant réalisait les gestes techniques en présence du contrôleur technique sur le terrain.  Dans le cadre d’un contrôle relatif aux irrégularités, l’inspecteur a vérifié que l’exécutant et le contrôleur technique étaient présents simultanément en zone contrôlée pour les DAB situés dans le bâtiment réacteur. Sur un dossier, relatif à une activité de suivi en service à froid de plusieurs DAB réalisée sur le réacteur n° 1, et pour lequel l’exécutant et le contrôleur technique n’étaient pas présents simultanément en zone contrôlée, vos représentants ont indiqué que le contrôle technique pouvait également consister en un contrôle documentaire des résultats et de la complétude de renseignement de la procédure mise en œuvre.
38	Ce local jouxte les réservoirs de stockage d’ammoniaque. L’évolution du sinistre conduisait à une légère dispersion d’ammoniaque dans l’air.  L’objectif de l’exercice visait à vérifier les actions de lutte contre l’incendie mises en œuvre par l’exploitant, sa stratégie vis-à-vis de la dispersion d’ammoniaque ainsi que le respect des prescriptions suivantes de l’annexe à la décision [3] :  Article 1.2.3 : « Dans le cadre fixé par les articles 1.2.1 et 1.2.2, l’exploitant met en place des dispositions de maîtrise des risques liés à l’incendie prenant en compte l’ensemble des aspects techniques et des facteurs organisationnels et humains pertinents. En particulier, ces dispositions contribuent, en cas d’incendie, à assurer la protection des personnes nécessaires aux opérations d’attente et de maintien d’un état sûr de l’INB et à l’intervention et à la lutte contre l’incendie.
39	Faisant suite aux constatations des inspecteurs de l’ASN formulées à cette occasion, j’ai l’honneur de vous communiquer ci-dessous la synthèse de l’inspection ainsi que les principales demandes et observations qui en résultent.  Synthèse de l’inspection  L’inspection du 25 avril 2013 sur ITER portait sur le thème « génie civil » et plus particulièrement sur la préparation de la réalisation du radier supérieur du bâtiment « Complexe Tokamak», notamment la mise en place du coffrage et la préparation d’une maquette de validation des choix techniques en regard de la constructibilité du radier, ainsi que sur la poursuite du chantier de réalisation du radier du hall d’assemblage, à proximité immédiate du futur bâtiment Tokamak.  www.asn.fr  67-69, avenue du Prado • 13286 Marseille cedex 6 Téléphone 04 91 83 63 02 • Fax 04 91 83 64 10  L’inspection a également permis de vérifier, par sondage, des fiches d’exécution et le traitement de fiches de non-conformité. L’exploitant a présenté les modifications du formalisme et du traitement des non-conformités, répondant aux demandes de l’ASN lors d’inspections précédentes. Les principes adoptés et imposés par l’Organisation ITER montrent une réelle amélioration, même si une précision de la procédure doit être réalisée. La prise en compte sur le chantier des retours d’expérience d’autres grands chantiers du nucléaire a également progressé.
40	Les inspecteurs ont contrôlé la  déclinaison et la traçabilité des opérations de préparation d’expéditions et de maintenance des  emballages. Ils ont examiné les éléments relatifs à une expédition de déchets technologiques en colis de type IP-21. Ils ont également contrôlé la traçabilité des opérations de préparation d’une expédition  1 IP-2 : Industrial Package. Il s’agit d’un colis industriel de niveau 2 sur une échelle à 3 niveaux (IP-1 à 3)  1, rue recteur Daure • CS 60040 • 14006 Caen cedex 1 • France Téléphone : +33 (0) 2 50 01 85 00 / Courriel : caen.asn@asn.fr asn.fr  de colis de type B composée de colis FS472. Enfin, ils ont examiné la prise en compte du retour d’expérience d’événements et d’inspections concernant le transport.  Au vu de cet examen par sondage, l’organisation définie et mise en œuvre sur le site pour l’expédition  de substances radioactives apparaît satisfaisante. Cependant, des axes d’amélioration ont été identifiés.  Ils font l’objet des demandes et observations ci-dessous.
41	Plan de surveillance des IE  Les inspecteurs ont vérifié par sondage des plans de surveillance d’IE. Les inspecteurs notent positivement que chaque IE fait effectivement l’objet d’un plan de surveillance. Néanmoins, il ressort des plans de surveillance une confusion entre le contrôle technique d’une activité à réaliser au titre de l’article 2.5.3 et la surveillance des intervenants extérieurs à réaliser au titre de l’article 2.2.2 de l’arrêté [1]. En effet, chaque AIP doit faire l’objet d’un contrôle technique spécifique et systématique. Ce contrôle technique ne peut pas être considéré comme une surveillance au titre de l’article 2.2.2. L’article 2.5.4 stipule que « I. ― L'exploitant programme et met en œuvre des actions adaptées de vérification par sondage des dispositions prises en application des articles 2.5.2 et 2.5.3 ainsi que des actions d'évaluation périodique de leur adéquation et de leur efficacité.  Les personnes réalisant ces actions de vérification et d'évaluation sont différentes des agents ayant accompli l'activité importante pour la protection ou son contrôle technique. Elles rendent compte directement à une personne ayant autorité sur ces agents  II. ― Lorsque les activités importantes pour la protection ou leur contrôle technique sont réalisés par des intervenants extérieurs, ces actions de vérification et d'évaluation constituent une action de surveillance des intervenants extérieurs concernés et les dispositions de l'article 2.2.3 s'appliquent. ».
42	RÉPUBLIQUE FRANÇAISE  DIVISION DE BORDEAUX  Bordeaux, le 1er septembre 2015  Référence courrier : CODEP-BDX-2015-035071  Monsieur le directeur du CNPE du Blayais  BP 27 – Braud-et-Saint-Louis 33820 SAINT-CIERS-SUR-GIRONDE  Objet : Contrôle des installations nucléaires de base  CNPE du Blayais Inspection n° INSSN-BDX-2015-0777 du 24 août 2015 Inspection à la suite d’un événement significatif Radioprotection  Réf. :  [1] Code de l’environnement, notamment ses articles L. 592-21 et suivants et L. 596-1 et L.
43	Agent de levée de doute  L’article 3.2.2.1 de l’annexe à la décision [3] dispose :  « Les moyens d’intervention et de lutte contre l’incendie dont l’exploitant dispose en interne sont dimensionnés en application du III de l’article 2.1.1 de l’arrêté du 7 février 2012 susvisé. Ils sont mis en œuvre suivant une organisation préétablie par l'exploitant. Cette organisation permet de réaliser des actions dont la rapidité et l’efficacité sont compatibles avec les interventions retenues dans la démonstration de maîtrise des risques liés à l’incendie, notamment pour la gestion des situations plausibles de cumul d’évènements déclencheurs, tant dans l’INB considérée que dans l’ensemble des INB d’un établissement. Elle se traduit par la définition de matériels et de personnels nécessaires à l’intervention et à la lutte contre l’incendie, en cohérence avec la démonstration de maîtrise des risques liés à l’incendie.
44	Vous justifierez cette position.  B.3 Surveillance des exigences de pérennité de la qualification sur des matériels classés lors  du montage.  Lors de l’examen de la préparation des chargés de surveillance préalable à leurs activités de surveillance, ces derniers ont indiqué que le titulaire du contrat YR4291 n’était en première analyse pas concerné par la prise en compte des exigences de pérennité des matériels qualifiés dans ses activités de montage. Ainsi, les chargés de surveillance n’appliquaient pas les exigences relatives à la surveillance des prescriptions nécessaires au maintien de la qualification telles que décrites dans la note de principe de surveillance référencée ECFA094661 à l’indice B.  Au vu des équipements mécaniques à monter par le titulaire du contrat YR 4291 (notamment des assemblages boulonnés des brides de robinets), les inspecteurs s’interrogent sur l’absence d’exigence de pérennité des matériels qualifiés pour ces opérations de montage.  Je vous demande de m’indiquer si les activités de montage du titulaire de contrat YR 4291 sont concernées par des exigences de maintien de pérennité de la qualification. Le cas échéant, vous veillerez à sensibiliser les chargés de surveillance de l’Aménagement aux exigences relatives à la surveillance des prescriptions nécessaires au maintien de la qualification.  4  C Observations  C.1 Revue de surveillance interne  Les inspecteurs ont consulté par sondage le compte-rendu de la revue de surveillance interne.
45	». Ainsi, seule la vérification des AIP réalisée au titre de cet article peut faire office de la surveillance au titre du 2.2.2.  Par ailleurs, les délais de réalisation des surveillances ne sont parfois pas indiqués dans le plan de surveillance ou de manière erronée ; c’était notamment le cas pour la fréquence de réalisation des réunions pour le suivi de la prestation qualité.  A3.  Je vous demande de mettre à jour vos plans de surveillance afin que ceux-ci décrivent effectivement la surveillance de vos IE définie dans la réglementation en vigueur.  A4.  Je vous demande de vous assurer que vos plans de surveillance sont cohérents avec la fréquence de réalisation de vos contrôles de surveillance.  2/3  B. Compléments d’information  Pour chacun des plans de surveillance examinés, les inspecteurs se sont fait présenter le cahier des charges associé afin d’examiner les activités réalisées par l’IE et la surveillance exercée par l’exploitant. Ils ont également examiné l’adéquation entre les activités réalisées par des intervenants extérieurs et les actions de vérification de l’exploitant. Ainsi, concernant la prestation « gestion des déchets nucléaires », le prestataire a précisé qu’il réalisait des rondes régulières de l’installation pour vérifier le respect du plan de zonage déchet. Cette ronde s’inscrit dans l’AIP « organisation de la gestion des déchets » définit dans le référentiel de l’installation.
46	A REPUBLIQUE FRANCAISE AUTORITE DE SURETE a S Nn NUCLEAIRE  DIRECTION DES EQUIPEMENTS SOUS PRESSION NUCLEAIRES  Dijon, le 25 février 2010  N° Réf: CODEP-DEP-2010-010719 Madame la Directrice d’ EDF/CEIDRE  Allée Privée- Carrefour Pleyel 93206 SAINT DENIS CEDEX 1  Objet: Contrdle des installations nucléaires de base EDF / CEIDRE au CNPE de Nogent Inspection n°INS-2010-EDF-CEIDRE-0001 du 15/02/2010 Sureté nucléaire - prestataire END  Ref: Loi n° 2006-686 du 13 juin 2006 relative a la transparence et a la sécurité en matiére nucléaire, notamment ses articles 4 et 40.  Madame la directrice,  Dans le cadre des attributions de I'Autorité de sGreté nucléaire (ASN) concernant le contrdle des installations nucléaites de base prévu 4 l’article 4 de la loi en référence, une inspection inopinée d'EDF/Ceidre (Centre d'expertise et d'inspection dans les domaines de la réalisation et de l'exploitation) au CNPE de Nogent a eu lieu le 15 février 2010 sur le théme "sdreté nucléaire - prestataire END".  Jai Phonneur de vous communiquer ci-dessous la synthése de linspection ainsi que les principales demandes et observations qui résultent des constatations faites, a cette occasion, par les inspecteurs.
47	II. ― Le système de management intégré précise les dispositions mises en œuvre en termes d'organisation et de ressources de tout ordre pour répondre aux objectifs mentionnés au I. Il est fondé sur des documents écrits et couvre l'ensemble des activités mentionnées à l'article 1er.1. »  Au titre de votre système de management intégré, vous avez établi un référentiel documentaire rassemblant  vos exigences en matière de radioprotection.  Contrôle de la contamination en sortie de chantier  Le paragraphe 2.3 du référentiel [6] indique qu’ « en sortie de chantier à risque de dispersion de la contamination, le matériel et son emballage sont contrôlés en réalisant une mesure par dépistage. […] Les intervenants contrôlent la propreté radiologique de leurs chaussures, de leurs gants et de leurs vêtements à partir d’une sonde directe de dépistage de la contamination. […] Cette même sonde peut également servir au contrôle réalisé sur le matériel ou son emballage en sortie de chantier. »  L’intervenant contaminé de l’entreprise ORYS a réalisé deux activités le 18 août 2015 après-midi au niveau  de l’échangeur 4 RCV 002 RF situé dans le local NB 225.  La 1ère activité, qui s’est déroulée entre 14 h 40 et 15 h 20 environ, a consisté à effectuer un 1er serrage du bol de l’échangeur.
48	RÉPUBLIQUE FRANÇAISE  Référence courrier : CODEP-CAE-2021-051996  Caen, le 04 novembre 2021  Monsieur le Directeur de l’établissement ORANO Recyclage de La Hague BEAUMONT HAGUE 50444 LA HAGUE Cedex  Objet : Contrôle des transports de substances radioactives.  Etablissement Orano Recyclage de La Hague – INB n°33, 38, 47, 80, 116 ,117 et 118  Inspection n° INSSN-CAE-2021-0131 du 20/10/2021.  Transports des substances radioactives.  Référence :  [1] - Code de l’environnement, notamment son chapitre VI du titre IX du livre V.  Monsieur le Directeur,  Dans le cadre des attributions de l'Autorité de sûreté nucléaire (ASN) concernant le contrôle des installations nucléaires de base et des transports de substances radioactives en référence, une inspection a eu lieu le 20 octobre 2021 sur le site Orano Recyclage La Hague sur le thème des transports de substances radioactives.  Je vous communique ci-dessous la synthèse de l’inspection ainsi que les principales demandes et observations qui résultent des constatations faites, à cette occasion, par les inspecteurs.  SYNTHESE DE L’INSPECTION  L’inspection du 20 octobre 2021 a concerné l’organisation des transports de substances radioactives  sur la voie publique et plus particulièrement l’organisation mise en place pour les activités d’expédition  de colis soumis et non soumis à l’agrément de l’autorité compétente.
49	Or, les inspecteuts ont constaté que prévisionnel dosimétrique de lintervention ne tient pas compte de cette nouvelle cartographie.  B.2 : Je vous demande de me transmettre le prévisionnel dosimétrique actualisé relatif aux contréles de la boite 4 eau des GV.  Bilan de Ia surveillance  Les inspecteurs souhaitent poursuivre cette inspection par lappréciation du résultat final des actions de surveillance que vous avez menées sur votre prestataire Westinghouse lors la VD16 du réacteut n°2 de Nogent.  B.3 : Je vous demande de me transmettre le rapport de surveillance Ceidre ainsi que Pensemble des fiches de non-conformité (FNC) ouvertes lots de lintervention (FNC Westinghouse, Ceidre et UTO).  C. Observations  Les inspecteurs ont constaté que la procédure de contrdle par ressuage 7 ICAR3G était pas en ligne dans la base documentaire END du Ceidre, et que ce point serait corrigé prochainement.  2/3  Vous voudrez bien me faire part de vos observations et réponses concernant ces points dans un délai qui n'excédera pas deux mois. Pour les engagements que vous seriez amenés 4 prendre, je vous demande de bien vouloir les identifier clairement et d’en préciser, pour chacun, échéance de réalisation.  Je vous prie d’agréer, Madame la directrice, l’assurance de ma considération distinguée.  Pour le Président de l'ASN et par délégation, L’adjoint au Directeur de la DEP, Signé par  Sébastien CROMBEZ  3/3
50	»  Article 3.2.2-3 : « Afin de s’assurer de l’efficacité de l’organisation des équipes d’intervention et de leurs aptitudes opérationnelles, l’exploitant teste régulièrement, par des exercices :  les méthodes d’intervention, consignes, plans et notes d'organisation visant au rétablissement du fonctionnement  normal de l’INB ou, à défaut, à l’atteinte et au maintien d’un état sûr de celle-ci, en cas d'incendie ;  l'utilisation des moyens d'intervention et à l'évacuation du personnel ; - l’appel et l’accueil des moyens de secours extérieurs.  Les modes opératoires d’intervention prennent en compte le risque de dissémination de substances radioactives ou dangereuses susceptibles de porter atteinte, en cas d’incendie, aux intérêts mentionnés à l’article L. 593-1 du code de l’environnement. »  Article 3.2.2-4 : « Un nombre suffisant de personnes disponibles est désigné pour faire partie des équipes d'intervention et de lutte contre l’incendie. Elles sont formées et entraînées régulièrement, selon un programme annuel adapté à l’exercice de leurs missions.
51	Elle se traduit par la définition de matériels et de personnels nécessaires à l’intervention et à la lutte contre l’incendie, en cohérence avec la démonstration de maîtrise des risques liés à l’incendie. Touteactiondelutte contre l’incendie, sur appel ou alarme, devra être effectuée au minimum en binôme afin d’assurerl’efficacitédelamission.»  Votre référentiel national relatif à l’organisation de l’intervention contre l’incendie prévoit qu’un seul intervenant dénommé « agent de levée de doute » se rende en premier sur les lieux de la détection d’un départ de feu pour le confirmer, et le cas échéant mettre hors de danger des victimes et intervenir à l’aide d’un extincteur.  Compte tenu des risques inhérents à certaines de vos installations, dont l’installation CTE, vos représentants ont précisé aux inspecteurs que deux agents de levée de doute étaient nécessaires pour assurer cette mission de reconnaissance.  3/6  Les inspecteurs soulignent positivement cette stratégie. Ils ont toutefois constaté que cette pratique n’était pas formalisée dans vos procédures et que lors de la mise en situation proposée par les inspecteurs sur l’installation CTE, un seul agent de levée de doute avait été sollicité pour intervenir.  A.4 : L’ASN vous demande d’intégrer dans vos procédures et de faire respecter le recours à deux agents de levée de doute pour assurer les missions de reconnaissance conformément à la décision [3].
52	A.4 : L’ASN vous demande d’intégrer dans vos procédures et de faire respecter le recours à deux agents de levée de doute pour assurer les missions de reconnaissance conformément à la décision [3].  Quantités d’ammoniaque stockées  En cas de sinistre à proximité des réservoirs de stockage d’ammoniaque, les services de secours extérieurs sont susceptibles d’intervenir. Les inspecteurs se sont intéressés aux moyens dont vous disposez pour les informer des quantités stockées. Vos représentants ont indiqué que si la lecture de l’indicateur de niveau des réservoirs n’était pas possible compte tenu du sinistre, il n’existait pas de report de niveau des réservoirs en salle de commande et qu’il n’était donc pas possible de connaître les quantités réellement stockées dans ces circonstances.  A.5 : L’ASN vous demande de prendre les dispositions nécessaires pour être en mesure d’informer les services de secours extérieurs des quantités d’ammoniaque stockées dans vos réservoirs avant leur intervention et en toute circonstance.  Mobilisation d’équipiers de crise supplémentaires sur certains postes du PUI  L’article 2.2-II de l’annexe à la décision [4] dispose que : « Le plan d’urgence interne définit un ou des postes de commandement et de coordination, précise les fonctions PUI qui les composent, les interactions prévues entre ces différents postes et les interfaces avec les acteurs de l’organisation nationale de crise ».
53	RÉPUBLIQUE FRANÇAISE  Référence courrier : CODEP-CAE-2022-053455  À Caen, le 8 novembre 2022  Monsieur le directeur du CNPE de Flamanville BP 4 50340 LES PIEUX  Objet :  Contrôle des installations nucléaires de base – CNPE de Flamanville – Réacteur n° 1 et 2  Lettre de suites de l’inspection du vendredi 14 octobre 2022  Suivi en service des dispositifs auto-bloquants des tuyauteries du Circuit Primaire Principal et des Circuits Secondaires Principaux  N° dossier :  Inspection n° INSSN-CAE-2022-0171  Références :  [1] - Code de l’environnement, notamment son chapitre VI du titre IX du livre V  [2] - Courrier EDF D455021009937 du 22 octobre 2021  [3] – Arrêté du 7 février 2021 fixant les règles générales relatives aux installations nucléaires de base  Monsieur le Directeur,  Dans le cadre des attributions de l’Autorité de sûreté nucléaire (ASN) en références concernant le contrôle des installations nucléaires de base, une inspection a eu lieu le vendredi 14 octobre 2022 sur le CNPE de Flamanville 1 et 2, sur le thème du suivi en service des dispositifs « auto-bloquants » (DAB) des tuyauteries du Circuit Primaire Principal (CPP) et des Circuits Secondaires Principaux (CSP).
54	Je vous communique ci-dessous la synthèse de l’inspection ainsi que les demandes, constats et observations qui en résultent.  1, rue recteur Daure • CS 60040 • 14006 Caen cedex 1 • France Téléphone : +33 (0) 2 50 01 85 00 / Courriel : caen.asn@asn.fr asn.fr  SYNTHESE DE L’INSPECTION  L’inspection en objet, qui concernait le suivi en service des DAB des tuyauteries du CPP et des CSP, fait suite à plusieurs écarts détectés dans la réalisation de ces activités sur le parc des réacteurs en fonctionnement d’EDF. L’inspecteur a procédé à un examen en salle du référentiel mis en œuvre et du suivi réalisé sur le comportement des DAB. Il a procédé à un examen par sondage des procédures renseignées relatives au suivi en service des DAB. Enfin, il a réalisé des contrôles par sondage sur le terrain de l’état des DAB du réacteur n° 1 et a procédé à une mise en situation d’un chargé de surveillance et d’un chargé d’affaires d’EDF notamment pour la réalisation de prises de cote dans le cadre du suivi en service.  Au vu de cet examen par sondage, l’organisation définie par l’exploitant pour le suivi en service des DAB de tuyauteries du CPP et des CSP apparaît perfectible, et ce malgré les actions initiées localement par la déclinaison du courrier des services centraux d’EDF en référence [2].
